CVEID,Third-party Applications,Summary,Published Date,CVE Date,fix date,CVSS v3.x Score,Severity,成因,analysis,risk_level,,
CVE-2022-31102,Argo CD,"Argo CD is a declarative, GitOps continuous delivery tool for Kubernetes. Argo CD starting with 2.3.0 and prior to 2.3.6 and 2.4.5 is vulnerable to a cross-site scripting (XSS) bug which could allow an attacker to inject arbitrary JavaScript in the `/auth/callback` page in a victim's browser. This vulnerability only affects Argo CD instances which have single sign on (SSO) enabled. The exploit also assumes the attacker has 1) access to the API server's encryption key, 2) a method to add a cookie to the victim's browser, and 3) the ability to convince the victim to visit a malicious `/auth/callback` link. The vulnerability is classified as low severity because access to the API server's encryption key already grants a high level of access. Exploiting the XSS would allow the attacker to impersonate the victim, but would not grant any privileges which the attacker could not otherwise gain using the encryption key. A patch for this vulnerability has been released in the following Argo CD versions 2.4.5 and 2.3.6. There is currently no known workaround.",13-Jul-22,2022-07-12T22:15:08Z,13-Jul-22,6.1,MEDIUM,代码注入,"1. **漏洞类型分类或成因**  
   该漏洞属于**跨站脚本攻击（XSS）**，具体成因是Argo CD的`/auth/callback`页面未对用户输入进行有效的过滤或转义，导致攻击者可通过构造恶意请求注入任意JavaScript代码。漏洞触发需要启用了单点登录（SSO）的Argo CD实例，且攻击者需具备API服务器的加密密钥访问权限。

2. **潜在攻击场景分析**  
   - 攻击者获取API服务器的加密密钥（例如通过内部渗透或权限滥用），并利用该密钥生成恶意Payload。  
   - 攻击者通过某种方式（如中间人攻击、恶意代理或诱导用户访问特定页面）向受害者浏览器植入精心构造的Cookie。  
   - 诱骗受害者访问包含恶意JavaScript的`/auth/callback`链接（例如通过钓鱼邮件或社交工程）。  
   - 受害者访问链接后，恶意脚本在浏览器中执行，攻击者可窃取会话令牌或其他敏感信息，进而冒充受害者身份。  
   - 由于攻击者已持有加密密钥，此漏洞更多用于辅助攻击（如隐蔽横向移动），而非直接权限提升。

3. **推荐缓解措施**  
   - **立即升级**到已修复的版本（Argo CD 2.3.6 或 2.4.5）。  
   - **限制加密密钥的访问权限**，仅允许必要的最小权限主体访问，并定期轮换密钥。  
   - **强化SSO配置监控**，例如记录异常认证请求或回调URL的访问行为。  
   - **用户安全意识培训**，避免点击不可信的链接。  

4. **优先级评估**  
   **低**。原因如下：  
   - 攻击前提苛刻：需同时满足获取加密密钥、植入Cookie和诱导用户点击三个条件。  
   - 加密密钥泄露本身已赋予攻击者极高权限，XSS漏洞未提供额外特权。  
   - 漏洞影响范围有限，仅影响启用了SSO的实例。  
   - 若加密密钥已泄露，攻击者可直接操作集群，无需依赖XSS。  
   **建议**：在常规补丁周期内修复即可，但需优先确保加密密钥的安全性。",低危,,
CVE-2022-37968,Azure Arc-enabled Kubernetes clusters,"Microsoft has identified a vulnerability affecting the cluster connect feature of Azure Arc-enabled Kubernetes clusters. This vulnerability could allow an unauthenticated user to elevate their privileges and potentially gain administrative control over the Kubernetes cluster. Additionally, because Azure Stack Edge allows customers to deploy Kubernetes workloads on their devices via Azure Arc, Azure Stack Edge devices are also vulnerable to this vulnerability.",2022/10/11,2022-10-11T19:15:12Z,2022/10/11,10,CRITICAL,内部权限失控,"1. **漏洞类型分类或成因**  
   该漏洞属于**安全逻辑缺陷**，具体成因可能涉及Azure Arc-enabled Kubernetes集群连接功能中的**身份验证与访问控制机制缺失**。攻击者可通过未正确实施身份验证的接口或绕过权限验证流程，实现未授权访问并提升至管理员权限。

2. **潜在攻击场景分析**  
   - **横向权限提升**：未经验证的外部攻击者通过暴露的集群连接接口（如API Server）发送恶意请求，直接获取集群管理员权限。  
   - **供应链攻击**：攻击者通过控制低权限服务账户或容器，利用漏洞横向移动至集群管理平面，接管整个Kubernetes环境。  
   - **Azure Stack Edge设备渗透**：攻击者利用物理或网络接入的Azure Stack Edge设备，通过同一漏洞劫持其托管的Kubernetes工作负载，进一步入侵本地企业网络。  

3. **推荐缓解措施**  
   - **立即应用官方补丁**：微软应已发布针对此漏洞的安全更新，需优先修复所有受影响集群及Azure Stack Edge设备。  
   - **最小化网络暴露**：限制集群管理接口（如API Server）的公共访问，仅允许受信IP或私有网络通信。  
   - **强化身份验证机制**：启用多因素认证（MFA）及基于角色的访问控制（RBAC），确保所有集群操作需经过严格鉴权。  
   - **日志监控与入侵检测**：实时审计Kubernetes审计日志（Audit Logs），监控异常特权操作（如未授权的`cluster-admin`角色绑定）。  

4. **优先级评估**  
   **高**  
   - CVSS 10.0分表明漏洞无需任何前置条件即可被远程利用，且能直接导致系统完全沦陷。  
   - 影响范围覆盖云端和边缘计算环境（Azure Arc及Azure Stack Edge），攻击面广泛。  
   - 提权至Kubernetes管理员权限可能引发数据泄露、服务中断、恶意代码植入等灾难性后果。",低危,,
CVE-2022-46167,Capsule,"Capsule is a multi-tenancy and policy-based framework for Kubernetes. Prior to version 0.1.3, a ServiceAccount deployed in a Tenant Namespace, when granted with `PATCH` capabilities on its own Namespace, is able to edit it and remove the Owner Reference.",2022/12/2,2022-12-02T19:15:11Z,2022/12/2,8.8,HIGH,过度权限配置,"1. **漏洞类型分类或成因**  
   该漏洞属于**安全逻辑缺陷**和**权限配置错误**的结合。具体原因是Capsule未正确实施对租户命名空间（Tenant Namespace）的访问控制策略，允许具有`PATCH`权限的租户ServiceAccount通过修改命名空间的元数据（如删除Owner Reference）绕过多租户隔离机制。

2. **潜在攻击场景分析**  
   - 攻击者（如恶意租户）可利用其ServiceAccount的`PATCH`权限，移除其命名空间的Owner Reference，从而解除Capsule对该命名空间的管理控制。  
   - 脱离管控后，攻击者可能突破资源配额限制、绕过网络策略隔离，或创建原本被策略禁止的资源（如访问其他租户的命名空间）。  
   - 此漏洞可能破坏Kubernetes多租户集群的核心隔离性，导致数据泄露、服务干扰或横向渗透。

3. **推荐缓解措施**  
   - **立即升级**到Capsule 0.1.3或更高版本，官方已修复此漏洞。  
   - **最小权限原则**：通过RBAC严格限制租户ServiceAccount对命名空间资源的修改权限，尤其是`PATCH`操作。  
   - **审计与监控**：检查现有集群中是否存在命名空间Owner Reference被篡改的痕迹，并部署准入控制（如OPA/Gatekeeper）防止类似修改。  
   - **强化策略**：使用Capsule的策略引擎显式锁定命名空间的元数据字段（如`metadata.ownerReferences`），禁止租户修改。

4. **优先级评估**  
   **高**。CVSS 8.8表明此漏洞对机密性、完整性、可用性均构成重大威胁，尤其针对多租户Kubernetes环境（核心隔离失效）。需立即修复以避免集群级安全风险。",低危,,
CVE-2023-22482,Argo CD,"Argo CD is a declarative, GitOps continuous delivery tool for Kubernetes. Versions of Argo CD starting with v1.8.2 and prior to 2.3.13, 2.4.19, 2.5.6, and 2.6.0-rc-3  are vulnerable to an improper authorization bug causing the API to accept certain invalid tokens. OIDC providers include an `aud` (audience) claim in signed tokens. The value of that claim specifies the intended audience(s) of the token (i.e. the service or services which are meant to accept the token). Argo CD _does_ validate that the token was signed by Argo CD's configured OIDC provider. But Argo CD _does not_ validate the audience claim, so it will accept tokens that are not intended for Argo CD. If Argo CD's configured OIDC provider also serves other audiences (for example, a file storage service), then Argo CD will accept a token intended for one of those other audiences. Argo CD will grant the user privileges based on the token's `groups` claim, even though those groups were not intended to be used by Argo CD. This bug also increases the impact of a stolen token. If an attacker steals a valid token for a different audience, they can use it to access Argo CD. A patch for this vulnerability has been released in versions 2.6.0-rc3, 2.5.6, 2.4.19, and 2.3.13. There are no workarounds.",2023/1/26,2023-01-26T21:18:12Z,2023-01-25T18:35:37Z,8.8,HIGH,内部权限失控,"1. **漏洞类型分类或成因**  
   该漏洞属于**安全逻辑缺陷**，具体为**授权验证不完善**。Argo CD未正确验证OIDC令牌的`aud`（受众）声明，导致其接受本不适用于Argo CD的令牌。虽然令牌的签名合法性被检查，但缺乏对受众的验证，使得非预期用途的令牌被错误授权。

2. **潜在攻击场景分析**  
   - **跨服务令牌滥用**：若攻击者获取同一OIDC提供商签发的其他服务（如存储服务）的令牌，可直接利用该令牌访问Argo CD，并根据令牌中的`groups`声明获得权限。  
   - **权限提升与数据泄露**：通过窃取的令牌（即使原本用于低权限服务），攻击者可能获得Argo CD的管理权限，进而操控Kubernetes集群资源或窃取敏感数据。  
   - **横向渗透**：若企业内部OIDC提供商为多个系统服务，此漏洞可成为攻击链中的跳板，扩大攻击影响范围。

3. **推荐缓解措施**  
   - **立即升级到修补版本**：应用官方补丁（Argo CD v2.6.0-rc3、v2.5.6、v2.4.19或v2.3.13）。  
   - **强制OIDC配置验证**：确保OIDC提供商为Argo CD分配唯一客户端ID，并严格限制令牌的`aud`声明范围。  
   - **监控与日志审计**：加强API访问日志监控，重点关注异常来源的令牌使用行为。  

4. **优先级评估**  
   **高**。CVSS 8.8分表明该漏洞具有高严重性，且Argo CD作为核心交付工具，其权限泄露可能导致整个Kubernetes环境被接管。需优先修复。",低危,,
CVE-2023-2250,Open Cluster Management,A flaw was found in the Open Cluster Management (OCM) when a user have access to the worker nodes which has the cluster-manager-registration-controller or cluster-manager deployments.,2023/4/24,2023-04-24T21:15:09Z,2023/3/11,6.7,MEDIUM,过度权限配置,"1. **漏洞类型分类或成因**  
   该漏洞属于**访问控制缺陷**，具体成因是Open Cluster Management (OCM) 未对具有工作节点访问权限的用户实施严格的权限隔离。当用户能够直接访问运行 `cluster-manager-registration-controller` 或 `cluster-manager` 组件的节点时，可能通过滥用这些高权限组件的功能执行未授权操作。

2. **潜在攻击场景分析**  
   - **横向权限提升**：攻击者通过已攻陷的工作节点，利用上述组件的API或服务账户权限，横向移动到集群管理平面，篡改集群配置或部署恶意工作负载。  
   - **敏感信息泄露**：通过访问高权限组件的日志或配置文件，攻击者可窃取集群凭证、密钥或其他敏感数据。  
   - **拒绝服务（DoS）**：滥用管理组件接口，删除或修改关键资源，导致集群功能中断。

3. **推荐缓解措施**  
   - **最小权限原则**：严格限制对工作节点的访问权限，确保仅授权管理员可操作 `cluster-manager-registration-controller` 和 `cluster-manager` 组件。  
   - **更新与补丁**：升级至官方修复版本，并持续关注OCM安全更新。  
   - **网络隔离**：通过防火墙或Kubernetes网络策略，限制工作节点与管理平面之间的非必要通信。  
   - **审计与监控**：启用集群审计日志，监控对关键组件的异常访问或操作行为。  
   - **服务账户权限加固**：确保相关Deployment使用的服务账户仅具备必要权限，避免过度授权。

4. **优先级评估 (高/中/低)**  
   **高**  
   - 漏洞CVSS评分为6.7（中危），但若攻击者已具备工作节点访问权限（如通过其他漏洞或内部威胁），可能快速升级为集群级风险。  
   - 直接影响集群管理组件的完整性和机密性，需优先修复。",低危,,
CVE-2023-22645,SUSE kubewarden,An Improper Privilege Management vulnerability in SUSE kubewarden allows attackers to read arbitrary secrets if they get access to the ServiceAccount kubewarden-controller This issue affects: SUSE kubewarden kubewarden-controller versions prior to 1.6.0.,04/19/2023,04/19/2023,04/17/2023,8.8,HIGH,过度权限配置,"1. **漏洞类型分类或成因**  
   - **权限管理不当（Improper Privilege Management）**  
     该漏洞的成因是`kubewarden-controller`的ServiceAccount被赋予了过高的权限（例如RBAC配置错误），导致攻击者在获取该ServiceAccount的访问权限后，能够绕过预期的权限限制，直接读取集群中的敏感数据（如Kubernetes Secrets）。

2. **潜在攻击场景分析**  
   - 攻击者可能通过以下路径利用此漏洞：  
     1. **横向移动**：若攻击者已通过其他漏洞（如容器逃逸、Pod劫持）获取了集群内某个容器的控制权，可能进一步窃取`kubewarden-controller`的ServiceAccount令牌（Token）。  
     2. **权限滥用**：利用窃取的ServiceAccount权限，直接调用Kubernetes API读取任意Secrets（如数据库凭据、TLS证书、密钥等），进而渗透整个集群或外部系统。  
     3. **供应链攻击**：若攻击者预先在部署流水线中植入恶意代码，可能直接滥用高权限ServiceAccount进行数据窃取。

3. **推荐缓解措施**  
   - **立即升级**：将`kubewarden-controller`升级至1.6.0或更高版本，官方已修复权限配置问题。  
   - **最小权限原则**：检查并限制`kubewarden-controller`的RBAC权限，仅授予其运行所需的最小权限（如移除不必要的`get/list` Secrets权限）。  
   - **ServiceAccount加固**：  
     - 定期轮换ServiceAccount令牌。  
     - 禁用不必要的默认ServiceAccount自动挂载（通过Pod配置`automountServiceAccountToken: false`）。  
   - **审计与监控**：  
     - 启用Kubernetes审计日志，监控异常Secrets访问行为。  
     - 使用工具（如Falco、kube-bench）实时检测高权限账户的异常操作。

4. **优先级评估**  
   - **高**  
     CVSS 8.8表明漏洞影响严重且利用门槛较低，攻击者可借此直接获取集群敏感数据，导致关键业务系统沦陷。需立即修复。",低危,,
CVE-2023-22651,SUSE Rancher,Improper Privilege Management vulnerability in SUSE Rancher allows Privilege Escalation. A failure in the update logic of Rancher's admission Webhook may lead to the misconfiguration of the Webhook.,2023/3/25,05/04/2023,2023/4/24,9.9,CRITICAL,内部权限失控,"1. **漏洞类型分类或成因**  
   该漏洞属于**安全逻辑缺陷**，具体为**权限管理不当**。问题根源在于Rancher的admission Webhook更新逻辑存在缺陷，导致Webhook配置错误。这种逻辑错误可能使权限校验机制失效，破坏Kubernetes集群的准入控制流程。

2. **潜在攻击场景分析**  
   - 攻击者可通过构造恶意API请求绕过Webhook的校验逻辑，例如部署特权容器、篡改RBAC配置或创建未授权的资源。  
   - 利用Webhook配置错误注入恶意YAML声明，在集群内横向移动获取管理员权限。  
   - 通过劫持未正确配置的Webhook服务端点，伪造准入控制决策，实现持久化攻击。

3. **推荐缓解措施**  
   - **紧急措施**：立即升级至SUSE Rancher官方修复版本（需确认补丁版本号）。  
   - **防御加固**：启用Pod Security Policies并实施最小权限原则，限制高权限容器的部署。  
   - **监控检测**：部署Kubernetes审计日志分析，重点关注`admissionreview.k8s.io/v1` API事件异常。  
   - **架构隔离**：通过NetworkPolicy限制Webhook服务端点的网络暴露面，仅允许控制平面组件访问。

4. **优先级评估**  
   **最高优先级（Critical）**。CVSS 9.9分（可能为CVSSv3.1的CVSS:3.1/AV:N/AC:L/PR:L/UI:N/S:C/C:H/I:H/A:H）表明：  
   - 攻击者可远程利用（Network攻击向量）  
   - 权限提升直接影响集群控制平面（Scope:Changed）  
   - 可能造成全集群接管（机密性/完整性/可用性全面高危）  
   需在24小时内启动修复流程，同时开启入侵指标(IOC)扫描。",低危,,
CVE-2023-23947,Argo CD,"Argo CD is a declarative, GitOps continuous delivery tool for Kubernetes. All Argo CD versions starting with 2.3.0-rc1 and prior to 2.3.17, 2.4.23  2.5.11, and 2.6.2 are vulnerable to an improper authorization bug which allows users who have the ability to update at least one cluster secret to update any cluster secret. The attacker could use this access to escalate privileges (potentially controlling Kubernetes resources) or to break Argo CD functionality (by preventing connections to external clusters). A patch for this vulnerability has been released in Argo CD versions 2.6.2, 2.5.11, 2.4.23, and 2.3.17. Two workarounds are available. Either modify the RBAC configuration to completely revoke all `clusters, update` access, or use the `destinations` and `clusterResourceWhitelist` fields to apply similar restrictions as the `namespaces` and `clusterResources` fields.",2023/2/17,2023-02-16T18:15:11Z,2023/2/16,8.5,HIGH,代码注入,"1. **漏洞类型分类或成因**  
   该漏洞属于**安全逻辑缺陷**，具体为**权限验证不当（Improper Authorization）**。根本原因是Argo CD在验证用户权限时，未正确限制用户对集群密钥（cluster secret）的更新范围。即使仅拥有部分集群密钥的更新权限，攻击者仍可绕过授权机制，任意修改其他集群的密钥。

2. **潜在攻击场景分析**  
   - **权限提升**：攻击者利用漏洞修改高权限集群的密钥（如管理员集群），获取对Kubernetes资源的控制权，进而部署恶意Pod或窃取敏感数据。  
   - **服务中断**：通过篡改外部集群连接密钥，阻断Argo CD与目标集群的通信，导致持续交付流程中断。  
   - **横向渗透**：若集群密钥包含跨环境凭据（如云平台API密钥），攻击者可借此渗透至其他系统。  

3. **推荐缓解措施**  
   - **立即升级**：优先升级至修补版本（2.6.2、2.5.11、2.4.23或2.3.17）。  
   - **临时方案**：  
     - **RBAC限制**：通过Kubernetes RBAC完全移除所有用户的`clusters, update`权限。  
     - **配置约束**：使用`destinations`和`clusterResourceWhitelist`字段限制资源访问范围，替代原有宽松的`namespaces`和`clusterResources`配置。  
   - **审计与监控**：检查历史集群密钥修改记录，监控异常操作。  

4. **优先级评估**  
   **高**。CVSS 8.5表明漏洞具备高攻击复杂度与影响面，且直接关联权限提升和关键服务中断风险。建议立即修复，尤其在多租户或暴露于外网的Argo CD实例中。",低危,,
CVE-2023-26484,KubeVirt,"KubeVirt is a virtual machine management add-on for Kubernetes. In versions 0.59.0 and prior, if a malicious user has taken over a Kubernetes node where virt-handler (the KubeVirt node-daemon) is running, the virt-handler service account can be used to modify all node specs. This can be misused to lure-in system-level-privileged components which can, for instance, read all secrets on the cluster, or can exec into pods on other nodes. This way, a compromised node can be used to elevate privileges beyond the node until potentially having full privileged access to the whole cluster. The simplest way to exploit this, once a user could compromise a specific node, is to set with the virt-handler service account all other nodes to unschedulable and simply wait until system-critical components with high privileges appear on its node. No patches are available as of time of publication. As a workaround, gatekeeper users can add a webhook which will block the `virt-handler` service account to modify the spec of a node.",01/27/2023,2023-03-15T21:15:08Z,7-Sep-24,8.2,HIGH,过度权限配置,"1. **漏洞类型分类或成因**  
   该漏洞属于**权限配置错误**。由于KubeVirt的`virt-handler`服务账户被授予了过高的权限（允许修改集群中所有节点的`spec`字段），攻击者可通过已控制的节点滥用这一权限，导致横向权限提升。

2. **潜在攻击场景分析**  
   - 攻击者通过漏洞（如容器逃逸或物理访问）控制一个Kubernetes节点。  
   - 利用该节点上`virt-handler`的高权限服务账户，将其他节点标记为`unschedulable`，迫使集群调度高权限系统组件（如`kube-system`命名空间下的Pod）到被控节点。  
   - 当高权限Pod（如具有`cluster-admin`权限的组件）运行到被控节点时，攻击者可通过`exec`进入这些Pod，窃取集群敏感信息（如Secrets）或横向移动至其他节点，最终控制整个集群。

3. **推荐缓解措施**  
   - **临时方案**：使用Open Policy Agent (OPA) Gatekeeper部署Webhook，禁止`virt-handler`服务账户修改节点的`spec`字段（例如通过约束模板限制`Node`资源的修改）。  
   - **权限最小化**：调整RBAC配置，限制`virt-handler`服务账户的权限，仅授予其执行必要操作的权限（如禁止`update/patch`节点的`spec`）。  
   - **节点隔离**：加强节点安全防护（如使用Pod安全策略、限制特权容器、启用SELinux/AppArmor），降低节点被初始攻破的风险。  
   - **监控与告警**：监控节点`spec`的异常修改行为（如频繁设置`unschedulable`），并实时告警。

4. **优先级评估**  
   **高**。该漏洞CVSS评分为8.2（高危），且允许从单一节点权限提升至集群级权限，对多租户Kubernetes环境或生产集群威胁极大。建议立即实施缓解措施，并持续关注官方补丁发布。",低危,,
CVE-2023-29018,OpenFeature Operator,"The OpenFeature Operator allows users to expose feature flags to applications. Assuming the pre-existence of a vulnerability that allows for arbitrary code execution, an attacker could leverage the lax permissions configured on `open-feature-operator-controller-manager` to escalate the privileges of any SA in the cluster. The increased privileges could be used to modify cluster state, leading to DoS, or read sensitive data, including secrets. Version 0.2.32 mitigates this issue by restricting the resources the `open-feature-operator-controller-manager` can modify."," Apr 13, 2023",2023-04-14T19:15:09Z,12-Apr-23,8.8,HIGH,过度权限配置,"1. **漏洞类型分类或成因**  
   **权限配置错误**。漏洞成因是`open-feature-operator-controller-manager`的权限配置过于宽松，未遵循最小权限原则，允许攻击者在已有任意代码执行漏洞的基础上，利用高权限服务账户（SA）进行特权升级。

2. **潜在攻击场景分析**  
   - 攻击者通过其他漏洞（如远程代码执行）进入集群环境后，利用`open-feature-operator-controller-manager`的宽松权限修改集群资源（如创建/删除Pod、修改ConfigMap或Secret），导致服务中断（DoS）。  
   - 通过提升的权限直接读取敏感数据（如Kubernetes Secret），获取数据库凭证、API密钥等机密信息。  
   - 横向移动：利用被劫持的SA权限攻击集群内其他组件或节点，扩大攻击影响范围。

3. **推荐缓解措施**  
   - **立即升级到0.2.32版本**：该版本已通过限制`open-feature-operator-controller-manager`的资源操作权限修复问题。  
   - **检查并加固RBAC配置**：手动审查所有服务账户和角色的权限，确保仅授予必要的最小权限。  
   - **隔离高危组件**：在集群中实施网络策略，限制`open-feature-operator-controller-manager`与其他关键组件的非必要通信。  
   - **监控异常活动**：部署审计日志和入侵检测系统（如Falco），实时监控对敏感资源（如Secrets、Roles）的异常操作。

4. **优先级评估**  
   **高**。CVSS 8.8分表明漏洞危害严重，且攻击者可利用其直接破坏集群安全边界，导致数据泄露或服务瘫痪。需立即修复。",低危,,
CVE-2023-30512,CubeFS,"CubeFS through 3.2.1 allows Kubernetes cluster-level privilege escalation. This occurs because DaemonSet has cfs-csi-cluster-role and can thus list all secrets, including the admin secret.","Apr 9, 2023
",2023-04-12T06:15:07Z,2025/1/22,6.5,MEDIUM,过度权限配置,"1. **漏洞类型分类或成因**  
   该漏洞属于**权限配置错误**。具体原因为CubeFS的DaemonSet被错误授予了过高的Kubernetes集群权限（`cfs-csi-cluster-role`），允许其列举所有Secrets（包括管理员凭证），违反了最小权限原则。

2. **潜在攻击场景分析**  
   - 攻击者可能通过控制CubeFS的DaemonSet Pod，利用其高权限角色执行`kubectl get secrets`命令，窃取集群敏感信息（如管理员凭证）。  
   - 获取管理员Secret后，攻击者可进一步横向移动，接管整个Kubernetes集群，部署恶意容器、篡改服务或窃取其他敏感数据。  
   - 结合其他漏洞，可能实现从容器逃逸到集群完全控制的完整攻击链。

3. **推荐缓解措施**  
   - **权限最小化**：修改`cfs-csi-cluster-role`的ClusterRole定义，移除`secrets`资源的`list`权限，仅保留其正常运行所需的最低权限。  
   - **升级版本**：检查CubeFS官方是否已发布修复版本（高于3.2.1），及时更新并验证补丁有效性。  
   - **审计现有集群**：使用`kubectl get clusterrolebindings`和`kubectl get rolebindings --all-namespaces`检查其他资源是否绑定过高权限角色。  
   - **启用RBAC监控**：通过Kubernetes审计日志或安全工具（如Falco）监控异常Secret访问行为。  

4. **优先级评估**  
   **高**。此漏洞直接导致集群级特权提升，可能被用于完全控制Kubernetes环境，影响业务可用性和数据机密性。CVSS 6.5评分可能低估了实际风险（因攻击路径明确且利用成本较低），需立即修复。",低危,,
CVE-2023-30617,Kruise,"Kruise provides automated management of large-scale applications on Kubernetes. Starting in version 0.8.0 and prior to versions 1.3.1, 1.4.1, and 1.5.2, an attacker who has gained root privilege of the node that kruise-daemon run can leverage the kruise-daemon pod to list all secrets in the entire cluster. After that, the attacker can leverage the ""captured"" secrets (e.g. the kruise-manager service account token) to gain extra privileges such as pod modification. Versions 1.3.1, 1.4.1, and 1.5.2 fix this issue. A workaround is available. For users that do not require imagepulljob functions, they can modify kruise-daemon-role to drop the cluster level secret get/list privilege."," Jan 3, 2024",2024-01-03T16:15:08Z,26-Jan-24,6.5,MEDIUM,过度权限配置,"1. **漏洞类型分类或成因**  
   该漏洞属于**权限配置错误**。具体成因是Kruise的`kruise-daemon`组件被赋予了过高的集群级别权限（`secret`资源的`get/list`操作），导致攻击者在已控制节点的情况下，可利用该组件获取集群内敏感信息（如Secrets）。

2. **潜在攻击场景分析**  
   - 攻击者通过漏洞利用或社会工程获取目标节点（运行`kruise-daemon`的节点）的**root权限**。  
   - 利用`kruise-daemon` Pod的高权限角色，列出集群内所有Secrets（包括Kubernetes服务账户令牌、数据库凭证等）。  
   - 通过窃取的Secrets（如`kruise-manager`服务账户令牌），攻击者可进一步执行特权操作（如创建/删除Pod、访问其他命名空间资源），最终实现横向移动或集群接管。

3. **推荐缓解措施**  
   - **立即升级**到修复版本（Kruise v1.3.1、v1.4.1、v1.5.2或更高）。  
   - **权限最小化原则**：如果不需要`imagepulljob`功能，修改`kruise-daemon-role`的RBAC配置，移除`secret`资源的`get/list`权限。  
   - **节点安全加固**：限制对Kubernetes节点的root访问，实施严格的访问控制与审计。  
   - **监控与检测**：对`kruise-daemon`的API请求进行异常行为监控（如大规模Secret读取操作）。

4. **优先级评估**  
   **高**。  
   虽然攻击需要先获取节点root权限（可能降低直接风险），但一旦成功利用，攻击者可通过Secrets迅速提升权限至集群级别，导致严重后果（如数据泄露、服务中断）。对于使用Kruise且未限制`kruise-daemon`权限的集群，需优先修复。",低危,,
CVE-2023-30622,Clusternet,Clusternet is a general-purpose system for controlling Kubernetes clusters across different environments. An issue in clusternet prior to version 0.15.2 can be leveraged to lead to a cluster-level privilege escalation.,2023/4/21,2023-04-24T16:15:07Z,21-Apr-23,8.8,HIGH,内部权限失控,"1. **漏洞类型分类或成因**  
   该漏洞属于**安全逻辑缺陷**，具体成因可能涉及不完善的访问控制机制或授权验证逻辑。在Clusternet中，由于未正确验证用户或服务账户的权限，攻击者可能通过特定API请求绕过权限检查，从而在集群级别执行未授权操作。

2. **潜在攻击场景分析**  
   - 攻击者通过低权限账户（如受限的ServiceAccount）访问Clusternet API，利用漏洞创建、修改或删除集群资源（如部署恶意Pod、篡改ClusterRoleBinding），最终控制整个Kubernetes集群。  
   - 跨集群场景中，攻击者可能从一个受控集群通过Clusternet的跨集群管理功能横向移动到其他集群，扩大攻击范围。  
   - 结合其他漏洞（如容器逃逸），攻击者可能将权限从容器内提升到宿主节点，再通过Clusternet漏洞进一步控制其他集群。

3. **推荐缓解措施**  
   - **立即升级**至Clusternet 0.15.2或更高版本。  
   - **强化RBAC配置**：审查所有ClusterRole、RoleBinding及ServiceAccount权限，遵循最小权限原则。  
   - **网络隔离**：限制Clusternet API的访问来源，仅允许可信IP或服务通信。  
   - **审计与监控**：启用Kubernetes审计日志并监控异常API请求（如未授权的`cluster-admin`权限操作）。  
   - **临时缓解**：若无法立即升级，可手动禁用高风险API端点或通过准入控制器（如OPA/Gatekeeper）实施策略拦截可疑请求。

4. **优先级评估**  
   **高**。CVSS 8.8表明该漏洞具有高攻击复杂度但低权限要求的潜在风险，可能导致集群完全失陷，需优先修复。在云原生多集群环境中，其影响可能呈指数级扩散。",低危,,
